canonical_name,category,natural_source,flavour_molecule_count,source_coverage,quality_score,analysis_status,analysis_notes,metadata
scallions,unknown,,,3,0.420,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":1},""signals"":{""culinary_alias_count"":2,""kaggle_recipe_count"":1891,""world_recipe_count"":17,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
celery salt,unknown,,,2,0.419,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":4,""kaggle_recipe_count"":52,""world_recipe_count"":0,""usda_exact_name_matches"":54},""seed_version"":""v1""}"
chickpeas,unknown,,,2,0.418,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":0,""kaggle_train"":1,""world_recipes"":1},""signals"":{""culinary_alias_count"":0,""kaggle_recipe_count"":402,""world_recipe_count"":3,""usda_exact_name_matches"":22},""seed_version"":""v1""}"
mutton,meat,sheep,47,4,0.418,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":13,""kaggle_recipe_count"":24,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
sourdough bread,unknown,,,2,0.418,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":50,""world_recipe_count"":0,""usda_exact_name_matches"":77},""seed_version"":""v1""}"
yellow mustard,unknown,,,2,0.416,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":9,""kaggle_recipe_count"":47,""world_recipe_count"":0,""usda_exact_name_matches"":435},""seed_version"":""v1""}"
blueberry,berry,vaccinium,152,3,0.415,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":0,""world_recipes"":0},""signals"":{""culinary_alias_count"":341,""kaggle_recipe_count"":0,""world_recipe_count"":0,""usda_exact_name_matches"":7},""seed_version"":""v1""}"
soy yogurt,plant derivative,glycine,6,4,0.415,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":3,""kaggle_recipe_count"":3,""world_recipe_count"":0,""usda_exact_name_matches"":12},""seed_version"":""v1""}"
stuffing,additive,,4,4,0.415,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":65,""kaggle_recipe_count"":17,""world_recipe_count"":0,""usda_exact_name_matches"":9},""seed_version"":""v1""}"
pastry,dish,,5,4,0.414,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":315,""kaggle_recipe_count"":46,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
marzipan,dish,,3,4,0.413,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":25,""kaggle_recipe_count"":7,""world_recipe_count"":0,""usda_exact_name_matches"":11},""seed_version"":""v1""}"
pineapple chunks,unknown,,,2,0.413,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":2,""kaggle_recipe_count"":44,""world_recipe_count"":0,""usda_exact_name_matches"":313},""seed_version"":""v1""}"
snack bar,dish,,4,3,0.413,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":0,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":0,""world_recipe_count"":0,""usda_exact_name_matches"":35},""seed_version"":""v1""}"
vegetable juice,beverage,vegetables,4,4,0.413,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":32,""kaggle_recipe_count"":11,""world_recipe_count"":0,""usda_exact_name_matches"":10},""seed_version"":""v1""}"
apple cider,unknown,,,2,0.412,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":42,""world_recipe_count"":0,""usda_exact_name_matches"":122},""seed_version"":""v1""}"
dill pickles,unknown,,,2,0.412,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":42,""world_recipe_count"":0,""usda_exact_name_matches"":67},""seed_version"":""v1""}"
orange marmalade,unknown,,,2,0.412,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":42,""world_recipe_count"":0,""usda_exact_name_matches"":56},""seed_version"":""v1""}"
corn grits,maize,corn,4,4,0.411,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":16,""world_recipe_count"":0,""usda_exact_name_matches"":9},""seed_version"":""v1""}"
dark chocolate,unknown,,,2,0.411,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":0,""kaggle_train"":1,""world_recipes"":1},""signals"":{""culinary_alias_count"":0,""kaggle_recipe_count"":41,""world_recipe_count"":1,""usda_exact_name_matches"":484},""seed_version"":""v1""}"
mustard oil,plant derivative,brassica,2,4,0.411,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":502,""kaggle_recipe_count"":32,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
waffle,dish,,3,4,0.411,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":14,""kaggle_recipe_count"":5,""world_recipe_count"":0,""usda_exact_name_matches"":11},""seed_version"":""v1""}"
tangerine,fruit citrus,citrus tangerina,21,4,0.410,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":85,""kaggle_recipe_count"":21,""world_recipe_count"":0,""usda_exact_name_matches"":3},""seed_version"":""v1""}"
corn tortilla chips,unknown,,,2,0.409,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":4,""kaggle_recipe_count"":38,""world_recipe_count"":0,""usda_exact_name_matches"":51},""seed_version"":""v1""}"
whipped topping,unknown,,,2,0.409,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":2,""kaggle_recipe_count"":39,""world_recipe_count"":0,""usda_exact_name_matches"":229},""seed_version"":""v1""}"
caviar,fish,fish,26,4,0.408,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":83,""kaggle_recipe_count"":13,""world_recipe_count"":0,""usda_exact_name_matches"":3},""seed_version"":""v1""}"
hazelnut,nut,hazel,109,3,0.408,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":0,""world_recipes"":0},""signals"":{""culinary_alias_count"":379,""kaggle_recipe_count"":0,""world_recipe_count"":0,""usda_exact_name_matches"":7},""seed_version"":""v1""}"
poppy seed,spice,papaver,131,3,0.408,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":0,""world_recipes"":0},""signals"":{""culinary_alias_count"":274,""kaggle_recipe_count"":0,""world_recipe_count"":0,""usda_exact_name_matches"":6},""seed_version"":""v1""}"
sauerkraut,unknown,,,2,0.408,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":146,""kaggle_recipe_count"":28,""world_recipe_count"":0,""usda_exact_name_matches"":348},""seed_version"":""v1""}"
red lentils,unknown,,,2,0.407,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":0,""kaggle_train"":1,""world_recipes"":1},""signals"":{""culinary_alias_count"":0,""kaggle_recipe_count"":110,""world_recipe_count"":1,""usda_exact_name_matches"":36},""seed_version"":""v1""}"
topping,additive,,4,4,0.406,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":320,""kaggle_recipe_count"":3,""world_recipe_count"":0,""usda_exact_name_matches"":6},""seed_version"":""v1""}"
sugar substitute,additive,,4,4,0.405,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":7,""world_recipe_count"":0,""usda_exact_name_matches"":9},""seed_version"":""v1""}"
blueberries,unknown,,,2,0.404,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":32,""world_recipe_count"":0,""usda_exact_name_matches"":422},""seed_version"":""v1""}"
jalapeno,spice,capsicum annuum,1,3,0.404,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":0,""world_recipes"":0},""signals"":{""culinary_alias_count"":1307,""kaggle_recipe_count"":0,""world_recipe_count"":0,""usda_exact_name_matches"":17},""seed_version"":""v1""}"
yeast,unknown,,,3,0.404,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":1},""signals"":{""culinary_alias_count"":964,""kaggle_recipe_count"":109,""world_recipe_count"":4,""usda_exact_name_matches"":1},""seed_version"":""v1""}"
bartlett pear,fruit,pyrus communis,50,4,0.403,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":2,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
blackberry brandy,beverage alcoholic,blackberry,51,4,0.403,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":4,""kaggle_recipe_count"":1,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
corn chips,unknown,,,2,0.403,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":31,""world_recipe_count"":0,""usda_exact_name_matches"":125},""seed_version"":""v1""}"
cranberries,unknown,,,2,0.403,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":3,""kaggle_recipe_count"":31,""world_recipe_count"":0,""usda_exact_name_matches"":86},""seed_version"":""v1""}"
apricot preserves,unknown,,,2,0.402,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":29,""world_recipe_count"":0,""usda_exact_name_matches"":66},""seed_version"":""v1""}"
mandarin orange,fruit citrus,citrus,183,3,0.402,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":0,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":0,""world_recipe_count"":0,""usda_exact_name_matches"":8},""seed_version"":""v1""}"
bread flour,unknown,,,2,0.401,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":2,""kaggle_recipe_count"":193,""world_recipe_count"":0,""usda_exact_name_matches"":19},""seed_version"":""v1""}"
applesauce,unknown,,,2,0.400,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":90,""kaggle_recipe_count"":21,""world_recipe_count"":0,""usda_exact_name_matches"":447},""seed_version"":""v1""}"
bbq sauce,unknown,,,2,0.400,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":4,""kaggle_recipe_count"":27,""world_recipe_count"":0,""usda_exact_name_matches"":411},""seed_version"":""v1""}"
chocolate mousse,bakery,theobroma,3,4,0.400,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":4,""kaggle_recipe_count"":2,""world_recipe_count"":0,""usda_exact_name_matches"":9},""seed_version"":""v1""}"
cookies,unknown,,,2,0.400,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":0,""kaggle_train"":1,""world_recipes"":1},""signals"":{""culinary_alias_count"":0,""kaggle_recipe_count"":27,""world_recipe_count"":1,""usda_exact_name_matches"":602},""seed_version"":""v1""}"
rye,bakery,secale cereale,30,4,0.400,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":4,""kaggle_recipe_count"":4,""world_recipe_count"":0,""usda_exact_name_matches"":3},""seed_version"":""v1""}"
vanilla ice cream,unknown,,,2,0.400,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":52,""kaggle_recipe_count"":93,""world_recipe_count"":0,""usda_exact_name_matches"":37},""seed_version"":""v1""}"
coleslaw,unknown,,,2,0.399,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":50,""kaggle_recipe_count"":22,""world_recipe_count"":0,""usda_exact_name_matches"":67},""seed_version"":""v1""}"
icing,additive,,4,4,0.399,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":48,""kaggle_recipe_count"":7,""world_recipe_count"":0,""usda_exact_name_matches"":7},""seed_version"":""v1""}"
leek,vegetable,allium ampeloprasum,128,3,0.399,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":0,""world_recipes"":0},""signals"":{""culinary_alias_count"":571,""kaggle_recipe_count"":0,""world_recipe_count"":0,""usda_exact_name_matches"":0},""seed_version"":""v1""}"
limburger cheese,dairy,cattle,116,3,0.399,enriched,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":1,""food_info"":1,""culinarydb"":1,""kaggle_train"":0,""world_recipes"":0},""signals"":{""culinary_alias_count"":1,""kaggle_recipe_count"":0,""world_recipe_count"":0,""usda_exact_name_matches"":8},""seed_version"":""v1""}"
pure maple syrup,unknown,,,2,0.399,pending,auto-seeded from unified ingredient index,"{""sources"":{""flavourdb"":0,""food_info"":0,""culinarydb"":1,""kaggle_train"":1,""world_recipes"":0},""signals"":{""culinary_alias_count"":7,""kaggle_recipe_count"":25,""world_recipe_count"":0,""usda_exact_name_matches"":74},""seed_version"":""v1""}"
